title,author,genre,tropes,imageUrl,synopsis,rating,ratedBy
Born to the Dark,Ramsey Campbell,Horror,"Cult, Sequel, Investigation, Supernatural",https://covers.openlibrary.org/b/id/8456797-L.jpg,The investigation into the cult continues as supernatural events escalate.,3.68,1234
The Way of the Worm,Ramsey Campbell,Horror,"Cult, Trilogy conclusion, Cosmic horror, Supernatural",https://covers.openlibrary.org/b/id/8456798-L.jpg,The final confrontation with the cult and its cosmic horror masters.,3.75,1234
Ghost Story,Peter Straub,Horror,"Ghosts, Small town secrets, Revenge, Elderly protagonists",https://covers.openlibrary.org/b/id/6979234-L.jpg,"The Chowder Society, a group of elderly men, reunite to share ghost stories but find themselves haunted by a terrible secret.",3.89,34567
If You Could See Me Now,Peter Straub,Horror,"Ghost romance, Return home, Past crimes, Rural horror",https://covers.openlibrary.org/b/id/6979896-L.jpg,A writer returns to his childhood home to fulfill a childhood pact and encounters murder and supernatural horror.,3.75,8901
Shadowland,Peter Straub,Horror,"Magic school, Evil magician, Coming of age, 1970s",https://covers.openlibrary.org/b/id/6979897-L.jpg,Two boys spend a summer at a magician's estate and discover his magic is real and deadly.,3.88,8901
Floating Dragon,Peter Straub,Horror,"Connecticut town, Multiple horrors, Toxic leak, Curse",https://covers.openlibrary.org/b/id/6979898-L.jpg,A Connecticut suburb faces multiple horrors: a toxic gas leak and an ancient evil awakening.,3.75,8901
The Talisman,Peter Straub & Stephen King,Horror,"Parallel worlds, Quest, Dying mother, Young protagonist",https://covers.openlibrary.org/b/id/7235054-L.jpg,A boy travels through parallel Americas to find a talisman that can save his dying mother.,4.01,123456
Black House,Peter Straub & Stephen King,Horror,"Sequel, Serial killer, Retired cop, Dark Tower connection",https://covers.openlibrary.org/b/id/7857045-L.jpg,"A retired cop must catch a serial killer called the Fisherman, which connects to King's Dark Tower series.",3.88,89234
Koko,Peter Straub,Horror,"Vietnam vet, Serial killer, Bangkok, War trauma",https://covers.openlibrary.org/b/id/6979899-L.jpg,Vietnam veterans hunt one of their own who has become a serial killer.,3.91,12345
Mystery,Peter Straub,Horror,"Murder investigation, Island setting, Coming of age, Caribbean",https://covers.openlibrary.org/b/id/6979900-L.jpg,A boy investigates a decades-old murder on a Caribbean island.,3.83,8901
The Throat,Peter Straub,Horror,"Murder mystery, Unreliable narrator, Vietnam, Writing",https://covers.openlibrary.org/b/id/6979901-L.jpg,A writer returns home to investigate a series of murders connected to an old case.,3.94,8901
Mr. X,Peter Straub,Horror,"Doppelgänger, Twins, Family secrets, Supernatural abilities",https://covers.openlibrary.org/b/id/6979902-L.jpg,A man discovers he has a twin and uncovers dark family secrets involving supernatural powers.,3.61,8901
Lost Boy Lost Girl,Peter Straub,Horror,"Missing children, Haunted house, Uncle investigator, Suburban horror",https://covers.openlibrary.org/b/id/7235055-L.jpg,An uncle searches for his missing nephew and discovers a connection to a haunted house.,3.5,6789
In the Night Room,Peter Straub,Horror,"Writer protagonist, Reality bending, Missing daughter, Metafiction",https://covers.openlibrary.org/b/id/7235056-L.jpg,A horror writer discovers his characters may be real and his daughter's death may not be final.,3.43,6789
A Dark Matter,Peter Straub,Horror,"Cult, 1960s, Reality horror, Investigation",https://covers.openlibrary.org/b/id/7857046-L.jpg,A man investigates what happened during a cult ritual his wife attended in the 1960s.,3.52,8901
Interior Darkness,Peter Straub,Horror,"Short story collection, Various horror, Supernatural, Psychological",https://covers.openlibrary.org/b/id/7235057-L.jpg,Collected short fiction spanning Straub's career.,3.85,2345
Bag of Bones,Stephen King,Horror,"Haunted lake house, Ghostwriter, Mystery, Maine",https://covers.openlibrary.org/b/id/8220601-L.jpg,A widowed writer retreats to his lake house and becomes involved with a young widow and her daughter while confronting ghosts.,4.04,234567
From a Buick 8,Stephen King,Horror,"Mysterious car, Police station, Portal, Otherworldly",https://covers.openlibrary.org/b/id/8220602-L.jpg,Pennsylvania state troopers guard a mysterious car that periodically opens portals to another dimension.,3.66,123456
Cell,Stephen King,Horror,"Cell phone apocalypse, Zombies, Boston, Telepathy",https://covers.openlibrary.org/b/id/8220603-L.jpg,A mysterious pulse through cell phones turns users into zombie-like killers.,3.49,234567
Duma Key,Stephen King,Horror,"Haunted island, Artist protagonist, Florida, Paintings come alive",https://covers.openlibrary.org/b/id/8220578-L.jpg,"After losing his arm, a man moves to a Florida island where his paintings begin to have supernatural powers.",3.97,234567
Under the Dome,Stephen King,Horror,"Dome traps town, Small town politics, Survival, Supernatural",https://covers.openlibrary.org/b/id/8220604-L.jpg,"An invisible dome suddenly traps a Maine town, cutting it off from the world.",3.94,345678
Blockade Billy,Stephen King,Horror,"Baseball horror, Catcher, 1950s, Novella",https://covers.openlibrary.org/b/id/8220605-L.jpg,A legendary baseball catcher's brief career is remembered by his manager in this dark sports novella.,3.65,34567
The Colorado Kid,Stephen King,Horror,"Mystery, Newspaper, Unsolved case, Maine island",https://covers.openlibrary.org/b/id/8220606-L.jpg,Two newspaper editors share an unsolved mystery with a young reporter.,3.26,67890
The Girl Who Loved Tom Gordon,Stephen King,Horror,"Lost in woods, Young girl, Survival, Imaginary friend",https://covers.openlibrary.org/b/id/8220607-L.jpg,A young girl gets lost in the woods and survives by imagining her favorite baseball player encouraging her.,3.6,123456
Gerald's Game,Stephen King,Horror,"Handcuffed, Isolation, Survival, Psychological horror",https://covers.openlibrary.org/b/id/8220608-L.jpg,"A woman is handcuffed to a bed in a remote cabin when her husband dies, leaving her to survive alone.",3.81,234567
Dolores Claiborne,Stephen King,Horror,"Confession, Domestic abuse, Murder, Eclipse",https://covers.openlibrary.org/b/id/8220609-L.jpg,A woman confesses to killing her husband decades earlier during a solar eclipse.,4.06,178234
Insomnia,Stephen King,Horror,"Sleeplessness, Elderly protagonist, Higher dimensions, Small town",https://covers.openlibrary.org/b/id/8220610-L.jpg,An elderly man's insomnia allows him to see higher dimensions and become involved in a cosmic battle.,3.88,123456
Rose Madder,Stephen King,Horror,"Domestic abuse, Escape, Magical painting, Abusive cop",https://covers.openlibrary.org/b/id/8220611-L.jpg,A battered wife escapes her cop husband and finds sanctuary through a mysterious painting.,3.66,89234
Desperation,Stephen King,Horror,"Nevada desert, Possessed cop, Mining town, Ancient evil",https://covers.openlibrary.org/b/id/8220612-L.jpg,Travelers are imprisoned by a possessed cop in a Nevada mining town harboring an ancient entity.,3.85,123456
The Regulators,Stephen King,Horror,"Suburban horror, Possessed child, Alternate reality, Ohio",https://covers.openlibrary.org/b/id/8220613-L.jpg,A suburban Ohio street becomes a war zone when a possessed child warps reality.,3.69,89234
The House of Thunder,Dean Koontz,Horror,"Hospital horror, Amnesia, Dead boyfriend, Conspiracy",https://covers.openlibrary.org/b/id/6979903-L.jpg,A woman with amnesia in a hospital sees her dead boyfriend among the staff.,3.83,12345
The Mask,Dean Koontz,Horror,"Reincarnation, Adopted girl, Past lives, Supernatural",https://covers.openlibrary.org/b/id/6979904-L.jpg,A couple adopts a girl who may be possessed by a vengeful spirit from the past.,3.9,23456
Twilight Eyes,Dean Koontz,Horror,"Carnival setting, Demon hunters, Young protagonist, Psychic",https://covers.openlibrary.org/b/id/6979905-L.jpg,A young man who can see demons in human disguise joins a carnival to hunt them.,3.99,23456
The Door to December,Dean Koontz,Horror,"Child abuse, Government experiment, Psychic powers, Revenge",https://covers.openlibrary.org/b/id/6979906-L.jpg,A girl subjected to cruel experiments develops deadly psychic powers.,3.89,12345
The Key to Midnight,Dean Koontz,Horror,"Brainwashing, Identity, Conspiracy, Japan",https://covers.openlibrary.org/b/id/6979907-L.jpg,A woman in Japan discovers her entire life is a fabrication created through brainwashing.,3.93,23456
The Eyes of Darkness,Dean Koontz,Horror,"Dead son, Conspiracy, Military virus, Supernatural",https://covers.openlibrary.org/b/id/6979908-L.jpg,A mother refuses to believe her son is dead and uncovers a military conspiracy.,3.85,45678
The Funhouse,Dean Koontz,Horror,"Carnival horror, Pregnant teenager, Monster, Chase",https://covers.openlibrary.org/b/id/6979909-L.jpg,A pregnant teenager and her friends are trapped in a carnival funhouse with a killer.,3.48,8901
Dragon Tears,Dean Koontz,Horror,"Time travel, Police partners, Psychic villain, Los Angeles",https://covers.openlibrary.org/b/id/6979910-L.jpg,Police partners face a time-traveling psychopath with godlike powers.,3.86,23456
Mr. Murder,Dean Koontz,Horror,"Clone, Writer protagonist, Doppelgänger, Family in danger",https://covers.openlibrary.org/b/id/6979911-L.jpg,A writer discovers he has a clone who wants to take over his life and family.,3.92,23456
Sole Survivor,Dean Koontz,Horror,"Plane crash, Conspiracy, Survivor guilt, Government cover-up",https://covers.openlibrary.org/b/id/6979912-L.jpg,A man who lost his family in a plane crash discovers his wife may have survived and a conspiracy to silence witnesses.,3.95,23456
Ticktock,Dean Koontz,Horror,"Voodoo doll, Chase thriller, Vietnamese-American, Comedy horror",https://covers.openlibrary.org/b/id/6979913-L.jpg,A writer receives a voodoo doll that comes to life and pursues him through Orange County.,3.69,12345
False Memory,Dean Koontz,Horror,"Mind control, Psychiatrist villain, Agoraphobia, Conspiracy",https://covers.openlibrary.org/b/id/6979914-L.jpg,A therapist uses mind control triggers on his patients for his own dark purposes.,3.93,23456
Seize the Night,Dean Koontz,Horror,"XP disease, Genetic experiments, Missing children, California",https://covers.openlibrary.org/b/id/6979915-L.jpg,A man with XP investigates missing children and uncovers genetic experiments in his coastal town.,3.95,23456
One Door Away from Heaven,Dean Koontz,Horror,"Disabled girl, Evil stepfather, Road trip, Redemption",https://covers.openlibrary.org/b/id/6979916-L.jpg,A waitress rescues a disabled girl from her stepfather who plans to kill her.,3.88,12345
By the Light of the Moon,Dean Koontz,Horror,"Injection, Transformation, Chase thriller, Psychic abilities",https://covers.openlibrary.org/b/id/6979917-L.jpg,A man is forcibly injected with a substance that gives him strange abilities while being pursued by killers.,3.84,12345
The Taking,Dean Koontz,Horror,"Alien invasion, Small town, Apocalyptic, Supernatural",https://covers.openlibrary.org/b/id/6979918-L.jpg,A small California town faces what appears to be an alien invasion during an endless rain.,3.59,23456
Life Expectancy,Dean Koontz,Horror,"Prophecy, Five terrible days, Family, Dark comedy",https://covers.openlibrary.org/b/id/6979919-L.jpg,A man must survive five terrible days predicted by his dying grandfather.,3.93,34567
Velocity,Dean Koontz,Horror,"Serial killer, Choices, Bartender protagonist, Moral dilemma",https://covers.openlibrary.org/b/id/6979920-L.jpg,A bartender finds notes from a killer forcing him to choose who will die next.,3.87,45678
The Husband,Dean Koontz,Horror,"Kidnapping, Ransom, Race against time, Conspiracy",https://covers.openlibrary.org/b/id/6979921-L.jpg,A landscaper has 60 hours to raise two million dollars to save his kidnapped wife.,3.88,23456
The Good Guy,Dean Koontz,Horror,"Mistaken identity, Hitman, Chase thriller, Wrong place wrong time",https://covers.openlibrary.org/b/id/6979922-L.jpg,A man is mistaken for a hitman and must protect the intended victim.,3.84,23456
Breathless,Dean Koontz,Horror,"Mysterious creatures, Mountain setting, Government conspiracy, Wonder",https://covers.openlibrary.org/b/id/6979923-L.jpg,A veterinarian encounters mysterious creatures in the mountains that may change everything.,3.62,23456
Relentless,Dean Koontz,Horror,"Killer critic, Writer protagonist, Family on run, Obsession",https://covers.openlibrary.org/b/id/6979924-L.jpg,A writer receives a bad review and the critic becomes obsessed with destroying him and his family.,3.75,23456
The Strain,Guillermo del Toro & Chuck Hogan,Horror,"Vampire plague, CDC investigation, New York City, Vampire lore",https://covers.openlibrary.org/b/id/8234567-L.jpg,"A mysterious virus outbreak in New York turns victims into vampiric creatures, and a CDC doctor must stop the contagion.",3.86,178234
Ghost Road Blues,Jonathan Maberry,Horror,"Small town, Supernatural evil, Blues musician ghost, Multiple POV",https://covers.openlibrary.org/b/id/7234890-L.jpg,"A Pennsylvania town is stalked by an ancient evil as Halloween approaches, and only a few can sense the coming darkness.",3.9,8901
Dead Sea,Brian Keene,Horror,"Zombies, Survival at sea, Island hopping, Ocean horror",https://covers.openlibrary.org/b/id/7856890-L.jpg,"Survivors of a zombie apocalypse take to the ocean, but discover the plague has spread to sea creatures as well.",3.83,12345
The Rising,Brian Keene,Horror,"Zombie apocalypse, Demonic possession, Cross-country journey, Father-son",https://covers.openlibrary.org/b/id/7234901-L.jpg,"Zombies possessed by demons rise worldwide, and a father must cross the country to save his son.",3.79,23456
City Infernal,Edward Lee,Horror,"Hell on Earth, Parallel dimension, Portal, Extreme horror",https://covers.openlibrary.org/b/id/6979234-L.jpg,A woman searches for her sister in a parallel version of Washington DC that is literally Hell.,3.52,4567
The Bighead,Edward Lee,Horror,"Backwoods horror, Inbred family, Extreme horror, Southern gothic",https://covers.openlibrary.org/b/id/6979345-L.jpg,A writer researching Appalachian folklore encounters a family with horrifying genetic mutations and evil intentions.,3.43,2345
The Conqueror Worms,Brian Keene,Horror,"Kaiju, Apocalyptic flood, Giant worms, Survival",https://covers.openlibrary.org/b/id/7234912-L.jpg,"An apocalyptic rainstorm floods the Earth, and giant worms emerge from the depths to hunt survivors.",3.74,8901
Castaways,Brian Keene,Horror,"Reality TV, Island horror, Supernatural entity, Trapped contestants",https://covers.openlibrary.org/b/id/7856901-L.jpg,Reality show contestants on a remote island discover they're being hunted by something ancient and deadly.,3.61,6789
The Complex,Brian Keene,Horror,"Apartment building, Siege, Various monsters, Lovecraftian",https://covers.openlibrary.org/b/id/7234923-L.jpg,Residents of an apartment complex find themselves under siege by creatures from another dimension.,3.73,4567
Ghoul,Brian Keene,Horror,"Cemetery horror, Ghoul creature, Coming of age, 1980s",https://covers.openlibrary.org/b/id/7856912-L.jpg,Three boys discover a real ghoul living in their town's cemetery in this coming-of-age horror novel.,3.84,12345
Urban Gothic,Brian Keene,Horror,"Urban exploration, Abandoned building, Homeless cannibals, Survival",https://covers.openlibrary.org/b/id/7234934-L.jpg,A group exploring an abandoned building in Philadelphia becomes trapped with cannibalistic inhabitants.,3.7,8901
A Choir of Ill Children,Tom Piccirilli,Horror,"Southern gothic, Conjoined triplets, Swamp setting, Family secrets",https://covers.openlibrary.org/b/id/6979456-L.jpg,A man cares for his conjoined triplet brothers in a bizarre Southern town filled with supernatural oddities.,3.83,4567
The Traveling Vampire Show,Richard Laymon,Horror,"Coming of age, Vampire show, Small town, 1960s",https://covers.openlibrary.org/b/id/7234945-L.jpg,Three teenagers sneak into a forbidden vampire show in their small town and unleash real horror.,3.85,8901
The Cellar,Richard Laymon,Horror,"Kidnapping, Underground lair, Beast creature, Survival",https://covers.openlibrary.org/b/id/6979567-L.jpg,A woman and her daughter are kidnapped and imprisoned in a cellar with a savage beast.,3.68,6789
The Stake,Richard Laymon,Horror,"Vampire hunting, Revenge, Cat and mouse, Road trip",https://covers.openlibrary.org/b/id/7234956-L.jpg,"A man hunts the vampire who murdered his wife, leading to a cross-country pursuit.",3.86,4567
In the Dark,Richard Laymon,Horror,"Serial killer, Journalist protagonist, Cat and mouse, Suspense",https://covers.openlibrary.org/b/id/7856923-L.jpg,A journalist investigating murders finds herself targeted by the killer she's writing about.,3.88,3456
Night in the Lonesome October,Richard Laymon,Horror,"Halloween night, Serial killer, College student, Chase thriller",https://covers.openlibrary.org/b/id/7234967-L.jpg,A college student's Halloween night turns into a nightmare when she's pursued by a deranged killer.,3.85,4567
The Woods Are Dark,Richard Laymon,Horror,"Backwoods horror, Cannibalistic tribe, Survival, Extreme horror",https://covers.openlibrary.org/b/id/6979678-L.jpg,Travelers stranded in a mountain town discover the locals feed outsiders to savage creatures in the woods.,3.41,8901
Endless Night,Richard Laymon,Horror,"Home invasion, Torture, Survival, Multiple attackers",https://covers.openlibrary.org/b/id/7234978-L.jpg,A woman's evening is shattered when brutal intruders break into her home.,3.77,3456
One Rainy Night,Richard Laymon,Horror,"Black rain, Transformation, Small town, Mass violence",https://covers.openlibrary.org/b/id/7856934-L.jpg,"A mysterious black rain falls on a California town, turning anyone it touches into homicidal maniacs.",3.84,6789
Flesh,Richard Laymon,Horror,"Post-apocalyptic, Zombies, Motorcycle gangs, Survival",https://covers.openlibrary.org/b/id/7234989-L.jpg,"After a comet passes Earth, the dead rise and motorcycle gangs rule in this brutal post-apocalyptic tale.",3.7,4567
The Midnight Meat Train,Clive Barker,Horror,"Subway horror, Serial killer, New York, Photographer protagonist",https://covers.openlibrary.org/b/id/6979789-L.jpg,A photographer investigates disappearances on the late-night subway and discovers a horrifying secret.,3.98,23456
Coldheart Canyon,Clive Barker,Horror,"Hollywood horror, Haunted mansion, Old Hollywood, Supernatural",https://covers.openlibrary.org/b/id/7856945-L.jpg,A fading movie star retreats to a Hollywood mansion with a dark history involving supernatural forces.,3.86,12345
Mister B. Gone,Clive Barker,Horror,"Demon narrator, Metafiction, Medieval setting, Interactive",https://covers.openlibrary.org/b/id/7234990-L.jpg,A demon trapped in a book begs readers not to read it while recounting his dark history.,3.36,8901
The Damnation Game,Clive Barker,Horror,"Deal with devil, Bodyguard protagonist, Gambling, Body horror",https://covers.openlibrary.org/b/id/6979890-L.jpg,An ex-con becomes bodyguard to a millionaire who made a demonic pact and is being hunted for payment.,3.95,12345
The Great and Secret Show,Clive Barker,Horror,"Cosmic horror, California setting, Reality manipulation, Dueling magicians",https://covers.openlibrary.org/b/id/7234991-L.jpg,Two men discover occult secrets and wage a reality-warping war across generations in suburban California.,3.99,23456
Everville,Clive Barker,Horror,"Portal fantasy, Small town, Cosmic horror, Sequel",https://covers.openlibrary.org/b/id/7856956-L.jpg,The conflict from The Great and Secret Show continues as a small Oregon town becomes a battleground between worlds.,3.9,12345
Weaveworld,Clive Barker,Horror,"Dark fantasy, Hidden world, Tapestry magic, Urban fantasy",https://covers.openlibrary.org/b/id/7234992-L.jpg,"A magical world of rapture is hidden in a carpet, and two people must protect it from those who would destroy it.",4.09,34567
Sacrament,Clive Barker,Horror,"Wildlife photographer, Endangered species, Supernatural, Environmental",https://covers.openlibrary.org/b/id/7856967-L.jpg,A wildlife photographer has near-death experience and remembers encounters with supernatural beings from his childhood.,3.81,8901
Galilee,Clive Barker,Horror,"Family saga, Immortals, Southern gothic, Romance horror",https://covers.openlibrary.org/b/id/7234993-L.jpg,"Two powerful families, one mortal and one immortal, are connected through love and betrayal across generations.",3.87,6789
Off Season,Jack Ketchum,Horror,"Cannibals, Vacation horror, Maine woods, Survival",https://covers.openlibrary.org/b/id/6979901-L.jpg,A family's vacation in rural Maine turns into a nightmare when they're attacked by feral cannibals.,3.83,23456
The Lost,Jack Ketchum,Horror,"Serial killer, 1960s, Psychological horror, New Jersey",https://covers.openlibrary.org/b/id/7234994-L.jpg,"A disturbed young man commits a random murder in 1965, and four years later the past catches up with him.",3.99,12345
Red,Jack Ketchum,Horror,"Dog killing, Revenge, Small town justice, Elderly protagonist",https://covers.openlibrary.org/b/id/7856978-L.jpg,An elderly man seeks justice after teenagers kill his dog in this meditation on violence and revenge.,4.03,23456
The Woman,Jack Ketchum & Lucky McKee,Horror,"Feral woman, Captivity, Family dysfunction, Extreme horror",https://covers.openlibrary.org/b/id/7234995-L.jpg,"A lawyer captures a feral woman and forces his family to 'civilize' her, with devastating consequences.",3.73,12345
Offspring,Jack Ketchum,Horror,"Cannibalistic tribe, Maine coast, Police investigation, Extreme horror",https://covers.openlibrary.org/b/id/7856989-L.jpg,"The cannibalistic clan from Off Season returns, terrorizing a Maine coastal community.",3.74,8901
Peaceable Kingdom,Jack Ketchum,Horror,"Feral children, Captivity, Rescue mission, Psychological horror",https://covers.openlibrary.org/b/id/7234996-L.jpg,A woman discovers feral children locked in a neighbor's basement and must save them.,3.89,4567
Cover,Jack Ketchum,Horror,"Vietnam vet, PTSD, Small town, Revenge thriller",https://covers.openlibrary.org/b/id/6979912-L.jpg,A Vietnam veteran with PTSD becomes involved in a violent confrontation in his small town.,3.77,2345
She Wakes,Jack Ketchum,Horror,"Coma, Body possession, Hospital horror, Consciousness",https://covers.openlibrary.org/b/id/7234997-L.jpg,A woman in a coma experiences horror as something else inhabits her body.,3.65,2345
Hide and Seek,Jack Ketchum,Horror,"Home invasion, Torture, Survival, Rural horror",https://covers.openlibrary.org/b/id/7856990-L.jpg,A group of sadistic criminals invade a family's rural home for a night of terror.,3.76,4567
Right to Life,Jack Ketchum,Horror,"Abortion clinic, Terrorism, Hostage situation, Medical horror",https://covers.openlibrary.org/b/id/7234998-L.jpg,Anti-abortion extremists take an abortion clinic hostage with deadly results.,3.71,2345
Intensity,Dean Koontz,Horror,"Serial killer, Chase thriller, Strong female lead, Survival",https://covers.openlibrary.org/b/id/7856991-L.jpg,A woman witnesses a serial killer's murders and follows him to save his next victim in this relentless thriller.,4.08,89234
Phantoms,Dean Koontz,Horror,"Small town, Mass disappearance, Ancient evil, Colorado",https://covers.openlibrary.org/b/id/7234999-L.jpg,"Two sisters arrive in a Colorado town to find everyone dead or missing, and something ancient is responsible.",3.91,67890
Watchers,Dean Koontz,Horror,"Genetic experiments, Intelligent dog, Monster, Government conspiracy",https://covers.openlibrary.org/b/id/7857000-L.jpg,"An intelligent dog and a murderous creature escape from a lab, and their fates become intertwined with a couple.",4.14,123456
Whispers,Dean Koontz,Horror,"Serial killer, Doppelgänger, Detective protagonist, Supernatural twist",https://covers.openlibrary.org/b/id/6979923-L.jpg,"A detective hunts a serial killer, but the case takes a supernatural turn involving an impossible twin.",3.96,45678
Strangers,Dean Koontz,Horror,"Memory loss, Government conspiracy, Supernatural event, Multiple POV",https://covers.openlibrary.org/b/id/7235000-L.jpg,Strangers across America share disturbing dreams and missing memories of a terrifying event.,4.08,56789
Midnight,Dean Koontz,Horror,"Small town, Body snatchers, Government experiments, Regression",https://covers.openlibrary.org/b/id/7857001-L.jpg,A small town's residents are being transformed into savage creatures by government experiments.,3.93,34567
The Bad Place,Dean Koontz,Horror,"Teleportation, Memory loss, Evil twin, Detective agency",https://covers.openlibrary.org/b/id/7235001-L.jpg,A man with no memory and the ability to teleport seeks help from detectives while his evil twin hunts him.,4.01,23456
Darkfall,Dean Koontz,Horror,"Voodoo, New York City, Police detective, Demonic creatures",https://covers.openlibrary.org/b/id/6979934-L.jpg,A New York detective investigates murders connected to voodoo as demonic creatures stalk the city.,3.89,23456
The Face of Fear,Dean Koontz,Horror,"Serial killer, Psychic protagonist, Skyscraper, Blizzard",https://covers.openlibrary.org/b/id/7235002-L.jpg,A psychic who helps police catch criminals becomes trapped in a skyscraper during a blizzard with a serial killer.,3.93,12345
The Vision,Dean Koontz,Horror,"Psychic visions, Murder mystery, Husband and wife, Supernatural thriller",https://covers.openlibrary.org/b/id/7857002-L.jpg,A psychic woman has visions of murders and must determine if her husband is the killer.,3.85,8901
Night Chills,Dean Koontz,Horror,"Mind control, Small town, Government experiment, Conspiracy",https://covers.openlibrary.org/b/id/7235003-L.jpg,A small town is secretly dosed with a mind control drug as part of a government experiment.,3.87,12345
The House Next Door,Anne Rivers Siddons,Horror,"Haunted house, Suburban horror, Architectural evil, Atlanta",https://covers.openlibrary.org/b/id/7857003-L.jpg,A new house in an Atlanta suburb destroys the lives of everyone who moves into it.,3.85,23456
The Dwelling,Susie Moloney,Horror,"Haunted house, Single mother, House with personality, Financial desperation",https://covers.openlibrary.org/b/id/7235004-L.jpg,"A single mother buys her dream house at an incredible price, not knowing it feeds on its occupants.",3.61,4567
The Thirteen,Susie Moloney,Horror,"Apartment building, Witches, New tenant, Conspiracy",https://covers.openlibrary.org/b/id/7857004-L.jpg,A woman moves into an apartment building run by a coven of witches with sinister plans.,3.51,2345
A Good and Happy Child,Justin Evans,Horror,"Demonic possession, Therapy sessions, Childhood trauma, Unreliable narrator",https://covers.openlibrary.org/b/id/7235005-L.jpg,A man in therapy recounts his childhood possession and the demon that may still be with him.,3.6,8901
The House of Long Shadows,Ambrose Ibsen,Horror,"Haunted house, Renovation, Appalachian mountains, Malevolent presence",https://covers.openlibrary.org/b/id/7857005-L.jpg,A couple renovating a remote Appalachian house discovers it harbors a malevolent supernatural presence.,3.73,4567
The Birthing House,Christopher Ransom,Horror,"Haunted house, Pregnancy horror, Historical murders, Colorado",https://covers.openlibrary.org/b/id/7235006-L.jpg,A couple buys a Victorian house with a dark history as a birthing clinic where mothers died mysteriously.,3.46,6789
The People Under the Stairs,Brandon Massey,Horror,"Suburban horror, Secret basement, Trapped victims, Home invasion",https://covers.openlibrary.org/b/id/6979945-L.jpg,A family discovers their new neighbors are keeping people prisoner in their basement.,3.32,2345
They Thirst,Robert McCammon,Horror,"Vampires, Los Angeles, Epidemic, Multiple POV",https://covers.openlibrary.org/b/id/7235007-L.jpg,"Vampires take over Los Angeles in a coordinated attack, and various survivors must fight back.",3.95,12345
Usher's Passing,Robert McCammon,Horror,"Family curse, Southern gothic, Mountain setting, Generational horror",https://covers.openlibrary.org/b/id/7857006-L.jpg,A horror writer inherits an estate in the Appalachian mountains and discovers his family's dark legacy.,3.86,6789
Mine,Robert McCammon,Horror,"Kidnapping, Obsessed woman, Mother-child bond, Chase thriller",https://covers.openlibrary.org/b/id/7235008-L.jpg,An unhinged woman kidnaps a newborn baby and flees across the country pursued by the mother.,3.9,8901
Gone South,Robert McCammon,Horror,"Chase thriller, Southern gothic, Manhunt, Bounty hunters",https://covers.openlibrary.org/b/id/7857007-L.jpg,A man accidentally commits murder and flees through the Louisiana swamps pursued by bizarre bounty hunters.,3.95,12345
Boy's Life,Robert McCammon,Horror,"Coming of age, Small town mystery, 1960s Alabama, Murder mystery",https://covers.openlibrary.org/b/id/7235009-L.jpg,"A boy witnesses a car plunge into a lake with a dead man inside, launching a mystery in his small Alabama town.",4.3,45678
Mystery Walk,Robert McCammon,Horror,"Psychic abilities, Good vs evil, Southern setting, Supernatural thriller",https://covers.openlibrary.org/b/id/7857008-L.jpg,Two boys with psychic abilities are on opposite sides of a spiritual war between good and evil.,3.99,8901
Bethany's Sin,Robert McCammon,Horror,"Small town, Amazon cult, Suburban horror, Greek mythology",https://covers.openlibrary.org/b/id/7235010-L.jpg,A family moves to a perfect Pennsylvania town where the women harbor a deadly ancient secret.,3.73,6789
The Night Boat,Robert McCammon,Horror,"Caribbean setting, Nazi submarine, Zombie crew, Island horror",https://covers.openlibrary.org/b/id/7857009-L.jpg,A Nazi submarine surfaces near a Caribbean island with its undead crew still aboard.,3.64,4567
Stinger,Robert McCammon,Horror,"Alien invasion, Texas border town, Trapped community, Action horror",https://covers.openlibrary.org/b/id/7235011-L.jpg,"Two alien forces battle in a small Texas border town, with residents caught in the crossfire.",3.89,8901
Baal,Robert McCammon,Horror,"Antichrist, Child antagonist, Global threat, Religious horror",https://covers.openlibrary.org/b/id/6979956-L.jpg,A child born of evil grows rapidly and gains followers as he prepares to bring about the apocalypse.,3.6,4567
The Wolf's Hour,Robert McCammon,Horror,"Werewolf spy, World War II, Espionage, Action horror",https://covers.openlibrary.org/b/id/7235012-L.jpg,A British spy who is also a werewolf goes behind enemy lines in Nazi Germany during World War II.,4.05,23456
Blood Meridian,Cormac McCarthy,Horror,"Western horror, Extreme violence, Scalp hunters, Judge Holden",https://covers.openlibrary.org/b/id/7857010-L.jpg,"A teenage boy joins a gang of scalp hunters in the 1850s Southwest, led by the mysterious and terrifying Judge Holden.",4.07,234567
The Child Thief,Brom,Horror,"Dark Peter Pan, Child abduction, Fantasy horror, War",https://covers.openlibrary.org/b/id/7235013-L.jpg,A dark reimagining where Peter Pan abducts troubled children to fight in a deadly war in a magical realm.,3.98,34567
The Plucker,Brom,Horror,"Toy horror, Jack-in-the-box, Child protagonist, Dark fantasy",https://covers.openlibrary.org/b/id/6979967-L.jpg,A boy's toys come to life to battle a demonic jack-in-the-box that steals children's eyes.,3.98,6789
Krampus: The Yule Lord,Brom,Horror,"Christmas horror, Krampus legend, West Virginia, Family dysfunction",https://covers.openlibrary.org/b/id/7857011-L.jpg,"A man must save his family from Krampus, the dark companion of Santa Claus, in rural West Virginia.",3.76,12345
